name,organizer_facebook,organizer_name,organizer_website,organizer_twitter,first_performer,second_performer,timezone,id,start_date,start_time,end_date,end_time,summary,city,country,region,localized_address_display,postal_code,street_address,latitude,longitude,images,listing_url
Tozuka Band presents: ACÚSTICO CAPITAL INICIAL & ENGENHEIROS DO HAWAII,,Tozuka band,,,,,America/Toronto,371773984997,2022-07-23,21:30,2022-07-24,02:00,Tozuka Band convida todos amigos e amigas para mais uma noite especial: ACÚSTICO CAPITAL INICIAL & ENGENHEIROS DO HAWAII.,Toronto,CA,ON,"669 College Street, Toronto, ON M6G 1B9",M6G 1B9,669 College Street,43.6549944,-79.4169407,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306701109%2F296929171812%2F1%2Foriginal.20220621-221603?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=f47f0e3d1c167d105f1dcb3f7c8f7d1c,https://www.eventbrite.ca/e/tozuka-band-presents-acustico-capital-inicial-engenheiros-do-hawaii-tickets-371773984997
Selections Pres: We are selectors Vol. 2 - Toronto Hustle - Open To Close,,Selections Label,https://soundcloud.app.goo.gl/q2GmPZ2EyA6gRFkb9,,,,America/Toronto,373790727127,2022-07-23,22:00,2022-07-24,03:00,Selections Label Presents - We are selectors Vol. 2 feat: Toronto Hustle (Selections/Purveyor Underground Limited) - Open To Close,Toronto,CA,ON,"1265 Dundas Street West, Toronto, ON M6J 1X6",M6J 1X6,1265 Dundas Street West,43.64933,-79.4245313,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308800629%2F414934024739%2F1%2Foriginal.20220626-022851?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=c4674b5ac58497fbb0e4fd1eaa285d07,https://www.eventbrite.ca/e/selections-pres-we-are-selectors-vol-2-toronto-hustle-open-to-close-tickets-373790727127
Bollywood Buzz - Toronto's #1 Monthly Bollywood Party!,bollywoodsocialtoronto,Bollywood Social Toronto,http://bollywoodsocialtoronto.com,eventsbybst,,,America/Toronto,373909462267,2022-07-23,22:00,2022-07-24,02:30,When we say Bollywood music - we mean it!,Toronto,CA,ON,"722 College Street, Toronto, ON M6G 1C2",M6G 1C2,722 College Street,43.6553528,-79.4194363,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309782509%2F233613739677%2F1%2Foriginal.20220628-070410?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=d5625b1c6a122b137db2b362c58cd8a6,https://www.eventbrite.ca/e/bollywood-buzz-torontos-1-monthly-bollywood-party-tickets-373909462267
Bollywood Buzz - Toronto's #1 Monthly Bollywood Party!,bollywoodsocialtoronto,Bollywood Social Toronto,http://bollywoodsocialtoronto.com,eventsbybst,,,America/Toronto,373909462267,2022-07-23,22:00,2022-07-24,02:30,When we say Bollywood music - we mean it!,Toronto,CA,ON,"722 College Street, Toronto, ON M6G 1C2",M6G 1C2,722 College Street,43.6553528,-79.4194363,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309782509%2F233613739677%2F1%2Foriginal.20220628-070410?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=d5625b1c6a122b137db2b362c58cd8a6,https://www.eventbrite.ca/e/bollywood-buzz-torontos-1-monthly-bollywood-party-tickets-373909462267
Incase We Crash w/ Bane Zean & Growing Fires at the Dom,incasewecrash,Incase We Crash,,incasewecrash,,,America/Toronto,374289870077,2022-07-23,20:00,2022-07-23,23:00,Incase We Crash comes back to Ottawa for an album release show supported by Bane Zean and Growing Fires,Ottawa,CA,ON,"33 York Street, Ottawa, ON K1N 5S7",K1N 5S7,33 York Street,45.428005,-75.69384,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309290789%2F241569678115%2F1%2Foriginal.20220627-142757?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=1419a4a674932e274e6a55828fae7eb8,https://www.eventbrite.ca/e/incase-we-crash-w-bane-zean-growing-fires-at-the-dom-tickets-374289870077
Sunset Beach Party - Toronto - Cherry Beach,107999618354765,Social Underground,https://linktr.ee/SocialUnderground,,,,America/Toronto,371793984817,2022-07-23,20:00,2022-07-24,02:00,We do this 'cuz we love this!,Toronto,CA,ON,"1 cherry street, Toronto, ON M5A 3L1",M5A 3L1,1 cherry street,43.6369123,-79.3442894,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306715029%2F752804872083%2F1%2Foriginal.20220621-224439?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=668188ff701f5017754bef51435d0476,https://www.eventbrite.ca/e/sunset-beach-party-toronto-cherry-beach-tickets-371793984817
Sunset Beach Party - Toronto - Cherry Beach,107999618354765,Social Underground,https://linktr.ee/SocialUnderground,,,,America/Toronto,371793984817,2022-07-23,20:00,2022-07-24,02:00,We do this 'cuz we love this!,Toronto,CA,ON,"1 cherry street, Toronto, ON M5A 3L1",M5A 3L1,1 cherry street,43.6369123,-79.3442894,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306715029%2F752804872083%2F1%2Foriginal.20220621-224439?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=668188ff701f5017754bef51435d0476,https://www.eventbrite.ca/e/sunset-beach-party-toronto-cherry-beach-tickets-371793984817
Somewhere Else: A Night Of Deep Soulful House,,MOLASSES WET ,,,,,America/Toronto,373617408727,2022-07-23,22:00,2022-07-24,03:00,Toronto's Best Kept Secret DJ Ron Jon alongside Dj Gene King ( Shines Records Canada). Vocal Performance by Fairy-J,Toronto,CA,ON,"254 Lansdowne Avenue, Toronto, ON M6H 3X9",M6H 3X9,254 Lansdowne Avenue,43.65121269999999,-79.44023849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308730909%2F333331318533%2F1%2Foriginal.20220625-192732?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=156%2C0%2C614%2C307&s=9dead2b823128cae21bf88c777165f4c,https://www.eventbrite.ca/e/somewhere-else-a-night-of-deep-soulful-house-tickets-373617408727
"Crystal Journey Live In Dundas, Ontario",,"Crystal Journey, David Hickey",https://www.crystaljourney.ca/,,,,America/Toronto,362171172727,2022-07-23,19:30,2022-07-23,21:30,Improvised and Acoustic Concert With Paiste Planet Gongs * Persian Santoors Quartz Crystal Bowls * Harmonica,Hamilton,CA,ON,"1 East Street North, Hamilton, ON L9H 1N5",L9H 1N5,1 East Street North,43.26633930000001,-79.94462399999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F300249159%2F37835469234%2F1%2Foriginal.20220609-161650?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C251%2C582%2C291&s=e19fe5e3941d672aa803cac834926a0f,https://www.eventbrite.ca/e/crystal-journey-live-in-dundas-ontario-tickets-362171172727
"Junk, Young Stitch & Kryple Live in Guelph July 23rd at Onyx - EARLY SHOW",10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Junk,"Young Stitch, Kryple",America/Toronto,373358353887,2022-07-23,18:00,2022-07-23,21:00,"Junk, Young Stitch & Kryple Live in Guelph at Onyx Nightclub! Witness some of Canada's finest emcees! tickets on sale now!",Guelph,CA,ON,"12 Wyndham St N., Guelph, ON N1H 4E5",N1H 4E5,12 Wyndham St N.,43.5448096,-80.2485868,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308450809%2F350413957777%2F1%2Foriginal.20220624-184406?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=16%2C47%2C750%2C375&s=915ef0bb76482211af3bd5b24a973a88,https://www.eventbrite.ca/e/junk-young-stitch-kryple-live-in-guelph-july-23rd-at-onyx-early-show-tickets-373358353887
FUEGO Toronto's Largest Latin Patio Party,TheSalsaClub,The Salsa Club,http://thesalsaclub.ca,,,,America/Toronto,367872756317,2022-07-23,20:00,2022-07-24,01:00,"FUEGO is Toronto's Largest Latin Patio Party with DJs, top Latin dance music, 5000 sq ft Patio, dance floor, award-winning BBQ Food Trucks++",Toronto,CA,ON,"120 North Queen Street, Toronto, ON M8Z 2E2",M8Z 2E2,120 North Queen Street,43.621035,-79.54856059999997,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F303765489%2F159551138308%2F1%2Foriginal.20220615-205936?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C58%2C2154%2C1077&s=69f715e1e60950363b5a94bdb97f06b2,https://www.eventbrite.ca/e/fuego-torontos-largest-latin-patio-party-tickets-367872756317
"NAPOLEON & JUNKO DAYDREAM: MOSH TILL YOU DROP TOUR 2022 | HAMILTON, ON",,,,,,,America/Toronto,339625277347,2022-07-31,19:30,2022-07-31,23:30,"Moshing is fun, come get fucked.",Hamilton,CA,ON,"56 Hess Street South, Hamilton, ON L8P 3N3",L8P 3N3,56 Hess Street South,43.2572778,-79.87833390000003,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F283963959%2F175091982006%2F1%2Foriginal.20220513-004445?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C96%2C1640%2C820&s=fd909c3aa6f7956e5354b8bc1eb2223f,https://www.eventbrite.ca/e/napoleon-junko-daydream-mosh-till-you-drop-tour-2022-hamilton-on-tickets-339625277347
Champagne & Game,,Jack Talla,,,,,America/Toronto,273644146007,2022-08-13,19:00,2022-08-14,00:00,"Featuring the sounds of DJ Flex Of All Trades.
Play games on systems from Super Nintendo to PS4.
Vibe to Hip Hop, R&B and Afro Beats!",Markham,CA,ON,"60 Main Street North ##3, Markham, ON L3P 1X5",L3P 1X5,60 Main Street North,43.87657069999999,-79.2606409,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F245875599%2F817660435193%2F1%2Foriginal.20220311-194606?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0a36b58ad07751a1f6732eb257b99e62,https://www.eventbrite.ca/e/champagne-game-tickets-273644146007
Champagne & Game,,Jack Talla,,,,,America/Toronto,273644146007,2022-08-13,19:00,2022-08-14,00:00,"Featuring the sounds of DJ Flex Of All Trades.
Play games on systems from Super Nintendo to PS4.
Vibe to Hip Hop, R&B and Afro Beats!",Markham,CA,ON,"60 Main Street North ##3, Markham, ON L3P 1X5",L3P 1X5,60 Main Street North,43.87657069999999,-79.2606409,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F245875599%2F817660435193%2F1%2Foriginal.20220311-194606?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0a36b58ad07751a1f6732eb257b99e62,https://www.eventbrite.ca/e/champagne-game-tickets-273644146007
Big Don D's Ballers Gala,,1Linkz,http://www.1linkzyouth.com,,,,America/Toronto,373950244247,2022-07-24,21:30,2022-07-25,02:00,Big Don D's Ballers Exclusive,Mississauga,CA,ON,"ON TICKET, Mississauga, ON L0P 1K0",L0P 1K0,ON TICKET,43.6151683,-79.84087869999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308968399%2F899719727283%2F1%2Foriginal.20220626-211136?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C33%2C1544%2C772&s=1d333ae8929d797751271b5bc453deea,https://www.eventbrite.ca/e/big-don-ds-ballers-gala-tickets-373950244247
Big Don D's Ballers Gala,,1Linkz,http://www.1linkzyouth.com,,,,America/Toronto,373950244247,2022-07-24,21:30,2022-07-25,02:00,Big Don D's Ballers Exclusive,Mississauga,CA,ON,"ON TICKET, Mississauga, ON L0P 1K0",L0P 1K0,ON TICKET,43.6151683,-79.84087869999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308968399%2F899719727283%2F1%2Foriginal.20220626-211136?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C33%2C1544%2C772&s=1d333ae8929d797751271b5bc453deea,https://www.eventbrite.ca/e/big-don-ds-ballers-gala-tickets-373950244247
The legendary Niagara Rhythm Section with special guest NEIL CHAPMAN,,Steve Goldberger,,,,,America/Toronto,375245207517,2022-07-24,14:30,2022-07-24,17:00,"NIAGARA RHYTHM SECTION  ""BIG ROCK ENDING"" with special guest NEIL CHAPMAN",Niagara Falls,CA,ON,"4317 Queen Street, Niagara Falls, ON L2E 2K9",L2E 2K9,4317 Queen Street,43.1068,-79.06407999999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309984949%2F969183382813%2F1%2Foriginal.20220628-145643?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C36%2C1920%2C960&s=386ea3727e0a9c06b1a897ae772cfa0c,https://www.eventbrite.ca/e/the-legendary-niagara-rhythm-section-with-special-guest-neil-chapman-tickets-375245207517
The RTs,,Feed The Birds Concerts,,,,,America/Toronto,349606902657,2022-08-07,19:00,2022-08-07,23:00,"Charged with a new enthusiasm, the members of The RT’s are ecstatic to be back in front of crowds, playing all new music.",Toronto,CA,ON,"1150 Queen Street West, Toronto, ON M6J 1J3",M6J 1J3,1150 Queen Street West,43.643251,-79.424629,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F292020179%2F398922156791%2F1%2Foriginal.20220526-135627?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C1154%2C2962%2C1481&s=7257c3ced04bb4b0ed5432e941325579,https://www.eventbrite.ca/e/the-rts-tickets-349606902657
"Haunt, Seven Sisters, Intranced, Scepter",chordproductions,Chord Productions,http://www.chordproductions.com,ottawametal,Haunt,"Seven Sisters, intranced, Scepter",America/Toronto,354314914447,2022-09-11,19:00,2022-09-11,23:00,A Night of NWOTHM,Ottawa,CA,ON,"33 York St, Ottawa, ON",,33 York St,45.4280051,-75.6938403,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294985889%2F326747582743%2F1%2Foriginal.20220601-013650?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=26%2C0%2C972%2C486&s=72da7c166b1286fa54ecea70dac89ed8,https://www.eventbrite.ca/e/haunt-seven-sisters-intranced-scepter-tickets-354314914447
"Haunt, Seven Sisters, Intranced, Scepter",chordproductions,Chord Productions,http://www.chordproductions.com,ottawametal,Haunt,"Seven Sisters, intranced, Scepter",America/Toronto,354314914447,2022-09-11,19:00,2022-09-11,23:00,A Night of NWOTHM,Ottawa,CA,ON,"33 York St, Ottawa, ON",,33 York St,45.4280051,-75.6938403,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294985889%2F326747582743%2F1%2Foriginal.20220601-013650?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=26%2C0%2C972%2C486&s=72da7c166b1286fa54ecea70dac89ed8,https://www.eventbrite.ca/e/haunt-seven-sisters-intranced-scepter-tickets-354314914447
"Haunt, Seven Sisters, Intranced, Scepter",chordproductions,Chord Productions,http://www.chordproductions.com,ottawametal,Haunt,"Seven Sisters, intranced, Scepter",America/Toronto,354314914447,2022-09-11,19:00,2022-09-11,23:00,A Night of NWOTHM,Ottawa,CA,ON,"33 York St, Ottawa, ON",,33 York St,45.4280051,-75.6938403,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294985889%2F326747582743%2F1%2Foriginal.20220601-013650?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=26%2C0%2C972%2C486&s=72da7c166b1286fa54ecea70dac89ed8,https://www.eventbrite.ca/e/haunt-seven-sisters-intranced-scepter-tickets-354314914447
The Pat Travers Band - September 2 - Brass Monkey,,The Brass Monkey,http://www.thebrassmonkey.ca,,,,America/Toronto,327516118527,2022-09-02,20:00,2022-09-03,00:00,19+ Licenced Event,Ottawa,CA,ON,"250 Greenbank Road, Ottawa, ON K2H 8X4",K2H 8X4,250 Greenbank Road,45.32533309999999,-75.7798238,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F272770969%2F152472881937%2F1%2Foriginal.20220425-185109?h=200&w=300&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C9%2C300%2C150&s=f216b6f5066621b7f30957cfc546b291,https://www.eventbrite.ca/e/the-pat-travers-band-september-2-brass-monkey-tickets-327516118527
"Hall Johnson at The Baby G with Clockhead, CINDER, and Glutenhead",,FIREBELLY,,,,,America/Toronto,372958608237,2022-07-25,19:00,2022-07-25,23:30,"FIREBELLY presents Hall Johnson (Texas) live at The Baby G with support from Clockhead, CINDER, and Glutenhead",Toronto,CA,ON,"1608 Dundas Street West, Toronto, ON M6K 1T8",M6K 1T8,1608 Dundas Street West,43.65001859999999,-79.4354036,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307963659%2F291398781183%2F1%2Foriginal.20220623-204707?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2426%2C1213&s=f964d31bdcc3e72c3c49d4655b4c0ea4,https://www.eventbrite.ca/e/hall-johnson-at-the-baby-g-with-clockhead-cinder-and-glutenhead-tickets-372958608237
Ontario District 75th Anniversary Show,,Ontario District of the Barbershop Harmony Society,,@,,,America/Toronto,315031306117,2022-09-17,14:00,2022-09-17,17:00,"A celebration of barbershop harmony featuring Forefront, After Hours, and Vocal Spectrum",Burlington,CA,ON,"1500 Kerns Road, Burlington, ON L7P 3A7",L7P 3A7,1500 Kerns Road,43.3384833,-79.8362806,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F293300349%2F336915712879%2F1%2Foriginal.20220528-195654?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=162b92411b8b0d713a0c0dc2072321e3,https://www.eventbrite.ca/e/ontario-district-75th-anniversary-show-tickets-315031306117
Grace 2 - Celebrating  The Tragically Hip In Support  Downie & Wenjack Fund,,The Empire Theatre,https://theempiretheatre.com/,,,,America/Toronto,208808049497,2022-10-15,19:30,2022-10-15,23:00,Celebrating The Tragically Hip,Belleville,CA,ON,"321 Front St., Belleville, ON K8N 2Z9",K8N 2Z9,321 Front St.,44.167230,-77.385605,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F201388579%2F266624675939%2F1%2Foriginal.20211215-174339?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=24%2C20%2C1256%2C628&s=cdc2be490a36dbca2bbf256fd1a0a29b,https://www.eventbrite.ca/e/grace-2-celebrating-the-tragically-hip-in-support-downie-wenjack-fund-tickets-208808049497
Rock The Wish 2022,,DAVIDE CORTINOVIS,,@ROCKTHEWISH2018,,,America/Toronto,317785514027,2022-10-22,19:00,2022-10-23,00:00,"Rock The Wish is Back!  Buy your Tickets and Donate to help us grant Kaleb his Wish on October 22, 2022! ALSO purchase this years CD!",Toronto,CA,ON,"1225 Queen Street East, Toronto, ON M4M 1L6",M4M 1L6,1225 Queen Street East,43.6630096,-79.33046719999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F263539039%2F248230378915%2F1%2Foriginal.20220408-200008?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=10%2C466%2C2220%2C1110&s=674f15936aa8d5e38dd0df34b8d73852,https://www.eventbrite.ca/e/rock-the-wish-2022-tickets-317785514027
The Old Winos with special guest Wendell Ferguson,,Steve Goldberger,,,,,America/Toronto,346328316317,2022-08-07,14:30,2022-08-07,17:00,The Old Winos with Hall of Fame guitarist Wendell Ferguson,Niagara Falls,CA,ON,"4317 Queen Street, Niagara Falls, ON L2E 2K9",L2E 2K9,4317 Queen Street,43.1068,-79.06407999999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F292080869%2F969183382813%2F1%2Foriginal.20220526-151428?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C43%2C1920%2C960&s=f29b24a7fd53f7c3385dff52d1405279,https://www.eventbrite.ca/e/the-old-winos-with-special-guest-wendell-ferguson-tickets-346328316317
Wildwind Flute Choir Summer Concert,,,,,,,America/Toronto,373467670857,2022-07-27,19:30,2022-07-27,21:00,A collection of classical and contemporary hits from the Wildwind Flute Choir. Free admission!,Courtice,CA,ON,"1778 Nash Road, Courtice, ON L1E 2L9",L1E 2L9,1778 Nash Road,43.9174371,-78.7768535,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308572639%2F229541572657%2F1%2Foriginal.20220625-020811?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C3450%2C3300%2C1650&s=524c5eb974eda80381262bc7a6909ffd,https://www.eventbrite.ca/e/wildwind-flute-choir-summer-concert-tickets-373467670857
Red Bird's Monthly Celtic Showcase featuring JPA,,Red Bird Live,,,,,America/Toronto,374540820677,2022-07-27,19:30,2022-07-27,22:30,Celtic show with a jam to follow at Red Bird,Ottawa,CA,ON,"1165 Bank Street, Ottawa, ON K1S 3X4",K1S 3X4,1165 Bank Street,45.39256530000001,-75.68189029999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309539799%2F571063959093%2F1%2Foriginal.20220627-202543?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=00d70faaf6effadc08216eb62eee0b6d,https://www.eventbrite.ca/e/red-birds-monthly-celtic-showcase-featuring-jpa-tickets-374540820677
All Roads Lead To You Album Release party with the Gentle Spirits band,,Steve Goldberger,,,,,America/Toronto,354679825907,2022-08-06,20:00,2022-08-06,22:30,All Roads Lead To You Album Release party with the Gentle Spirits band,Niagara Falls,CA,ON,"4317 Queen Street, Niagara Falls, ON L2E 2K9",L2E 2K9,4317 Queen Street,43.1068,-79.06407999999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F305414679%2F969183382813%2F1%2Foriginal.20220619-195420?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C52%2C1640%2C820&s=846e71b8f8a87dcbcdc1e0d014b2eff2,https://www.eventbrite.ca/e/all-roads-lead-to-you-album-release-party-with-the-gentle-spirits-band-tickets-354679825907
All Roads Lead To You Album Release party with the Gentle Spirits band,,Steve Goldberger,,,,,America/Toronto,354679825907,2022-08-06,20:00,2022-08-06,22:30,All Roads Lead To You Album Release party with the Gentle Spirits band,Niagara Falls,CA,ON,"4317 Queen Street, Niagara Falls, ON L2E 2K9",L2E 2K9,4317 Queen Street,43.1068,-79.06407999999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F305414679%2F969183382813%2F1%2Foriginal.20220619-195420?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C52%2C1640%2C820&s=846e71b8f8a87dcbcdc1e0d014b2eff2,https://www.eventbrite.ca/e/all-roads-lead-to-you-album-release-party-with-the-gentle-spirits-band-tickets-354679825907
Menopause The Musical,CentennialHallLDN,Centennial Hall,http://www.centennialhall.london.ca,,,,America/Toronto,328221698937,2022-10-26,19:30,2022-10-26,21:30,"Wednesday, October 26th, 2022",London ,CA,ON,"550 Wellington Street, London , ON N6A 3P9",N6A 3P9,550 Wellington Street,42.9891932,-81.2466769,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F275661409%2F272615311890%2F1%2Foriginal.20220429-141920?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2048%2C1024&s=df84072fb877da971a15d4a8c843c140,https://www.eventbrite.ca/e/menopause-the-musical-tickets-328221698937
Menopause The Musical,CentennialHallLDN,Centennial Hall,http://www.centennialhall.london.ca,,,,America/Toronto,328221698937,2022-10-26,19:30,2022-10-26,21:30,"Wednesday, October 26th, 2022",London ,CA,ON,"550 Wellington Street, London , ON N6A 3P9",N6A 3P9,550 Wellington Street,42.9891932,-81.2466769,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F275661409%2F272615311890%2F1%2Foriginal.20220429-141920?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2048%2C1024&s=df84072fb877da971a15d4a8c843c140,https://www.eventbrite.ca/e/menopause-the-musical-tickets-328221698937
6IX ISLANDS WEEKEND WRISTBAND,sheldon_macamill,Macamill Entertainment,,,,,America/Toronto,367674723997,2022-07-28,22:00,2022-08-01,06:00,"TORONTO CARNIVAL WEEKEND
6ix Islands Festival 
ALL ACCESS VIP WRISTBAND  
4 EVENTS | 1 WRISTBAND 
$120 Early Bird",Toronto,CA,ON,"559 College Street, Toronto, ON M6G 1A9",M6G 1A9,559 College Street,43.6553528,-79.41239659999997,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F303533449%2F215265114131%2F1%2Foriginal.20220615-161238?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C85%2C1600%2C800&s=5139b278ab4f22d002e3fcab785694f5,https://www.eventbrite.ca/e/6ix-islands-weekend-wristband-tickets-367674723997
Highland Pre-Games Party,,The Atlantic Pub,,,,,America/Toronto,371799832307,2022-07-28,19:00,2022-07-28,23:59,"Highland games Pre-Games are back!
It's been 2 long years & we're ready to PARTY!
Tickets are limited. Get your's ASAP.",Alexandria,CA,ON,"36 McDougald Street East, Alexandria, ON K0C 1A0",K0C 1A0,36 McDougald Street East,45.3176915,-74.64023170000002,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306724089%2F899813448773%2F1%2Foriginal.20220621-230654?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=8d1d23fa872ee024f6ac4f528b14716e,https://www.eventbrite.ca/e/highland-pre-games-party-tickets-371799832307
Highland Pre-Games Party,,The Atlantic Pub,,,,,America/Toronto,371799832307,2022-07-28,19:00,2022-07-28,23:59,"Highland games Pre-Games are back!
It's been 2 long years & we're ready to PARTY!
Tickets are limited. Get your's ASAP.",Alexandria,CA,ON,"36 McDougald Street East, Alexandria, ON K0C 1A0",K0C 1A0,36 McDougald Street East,45.3176915,-74.64023170000002,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306724089%2F899813448773%2F1%2Foriginal.20220621-230654?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=8d1d23fa872ee024f6ac4f528b14716e,https://www.eventbrite.ca/e/highland-pre-games-party-tickets-371799832307
Highland Pre-Games Party,,The Atlantic Pub,,,,,America/Toronto,371799832307,2022-07-28,19:00,2022-07-28,23:59,"Highland games Pre-Games are back!
It's been 2 long years & we're ready to PARTY!
Tickets are limited. Get your's ASAP.",Alexandria,CA,ON,"36 McDougald Street East, Alexandria, ON K0C 1A0",K0C 1A0,36 McDougald Street East,45.3176915,-74.64023170000002,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306724089%2F899813448773%2F1%2Foriginal.20220621-230654?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=8d1d23fa872ee024f6ac4f528b14716e,https://www.eventbrite.ca/e/highland-pre-games-party-tickets-371799832307
